loopIteration,time (us),GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),attitude[0],attitude[1],attitude[2],vbat (V),GPS_numSat
1941,38820000,351985725,333551206,1612,6.97,-69,-57,2329,23.6,13
1942,38840000,351985709,333551245,1592,6.1,28,57,2331,23.62,10
1943,38860000,351985712,333551285,1634,5.39,-3,65,2332,23.6,12
1944,38880000,351985711,333551326,1578,7.3,9,2,2333,23.61,9
1945,38900000,351985719,333551366,1624,7.53,70,83,2334,23.63,9
1946,38920000,351985713,333551408,1533,4.76,-60,74,2335,23.51,12
1947,38940000,351985715,333551449,1604,7.1,68,-31,2337,23.61,11
1948,38960000,351985708,333551491,1597,6.3,23,56,2338,23.57,9
1949,38980000,351985718,333551533,1646,7.07,-41,53,2339,23.59,11
1950,39000000,351985722,333551576,1660,6.34,89,-4,2340,23.58,9
1951,39020000,351985724,333551619,1592,7.34,-83,58,2341,23.55,12
1952,39040000,351985731,333551663,1691,7.24,-65,67,2343,23.55,12
1953,39060000,351985732,333551707,1604,7.07,-11,-4,2344,23.59,12
1954,39080000,351985720,333551751,1546,4.36,25,-65,2345,23.57,12
1955,39100000,351985729,333551795,1534,7.0,-10,50,2346,23.59,9
1956,39120000,351985735,333551840,1692,6.07,-125,-5,2347,23.56,12
1957,39140000,351985737,333551885,1627,4.67,-16,-52,2349,23.63,12
1958,39160000,351985750,333551931,1606,6.86,-3,12,2350,23.56,12
1959,39180000,351985766,333551977,1603,4.38,151,-84,2351,23.63,13
1960,39200000,351985758,333552023,1590,7.09,82,14,2352,23.55,9
1961,39220000,351985754,333552069,1688,8.04,8,103,2353,23.58,10
1962,39240000,351985772,333552116,1632,5.42,-63,-107,2355,23.6,11
1963,39260000,351985790,333552163,1707,7.12,21,53,2356,23.53,9
1964,39280000,351985786,333552210,1629,6.56,-68,-13,2357,23.54,12
1965,39300000,351985777,333552258,1544,6.8,13,10,2358,23.58,11
1966,39320000,351985774,333552305,1672,4.41,22,-13,2359,23.6,10
1967,39340000,351985773,333552353,1624,6.75,-22,61,2361,23.6,11
1968,39360000,351985760,333552402,1631,6.18,15,30,2362,23.58,13
1969,39380000,351985764,333552450,1704,6.91,-18,-7,2363,23.59,14
1970,39400000,351985754,333552499,1631,6.03,-32,-32,2364,23.53,10
1971,39420000,351985746,333552548,1689,7.33,91,10,2365,23.55,10
1972,39440000,351985758,333552597,1643,6.35,35,86,2367,23.6,9
1973,39460000,351985755,333552647,1614,6.84,-17,-28,2368,23.54,13
1974,39480000,351985757,333552696,1665,7.66,-44,51,2369,23.55,12
1975,39500000,351985767,333552746,1622,6.25,11,47,2370,23.51,13
1976,39520000,351985778,333552796,1696,7.21,34,-66,2371,23.55,11
1977,39540000,351985778,333552847,1686,6.3,51,84,2373,23.51,9
1978,39560000,351985782,333552897,1651,6.65,88,28,2374,23.56,9
1979,39580000,351985777,333552948,1674,5.41,28,139,2375,23.59,14
1980,39600000,351985798,333552998,1673,6.95,-65,115,2376,23.56,12
1981,39620000,351985808,333553049,1640,7.49,121,18,2377,23.55,12
1982,39640000,351985800,333553100,1688,5.94,69,23,2379,23.54,14
1983,39660000,351985804,333553151,1643,6.98,50,-18,2380,23.56,14
1984,39680000,351985814,333553203,1678,6.54,80,-36,2381,23.52,11
1985,39700000,351985822,333553254,1616,4.72,-87,69,2382,23.53,13
1986,39720000,351985844,333553306,1659,6.45,-21,18,2383,23.61,9
1987,39740000,351985861,333553357,1673,7.6,-29,11,2385,23.51,11
1988,39760000,351985859,333553409,1625,5.46,71,22,2386,23.53,9
1989,39780000,351985861,333553461,1641,3.93,-68,64,2387,23.5,14
1990,39800000,351985852,333553513,1637,6.28,-18,76,2388,23.58,12
1991,39820000,351985858,333553565,1688,5.28,90,30,2389,23.53,10
1992,39840000,351985862,333553617,1631,8.28,39,21,2391,23.5,10
1993,39860000,351985893,333553669,1679,5.99,-21,35,2392,23.5,10
1994,39880000,351985897,333553721,1723,6.03,112,131,2393,23.57,11
1995,39900000,351985879,333553773,1677,5.3,-77,-70,2394,23.56,12
1996,39920000,351985876,333553825,1599,6.34,27,-25,2395,23.56,14
1997,39940000,351985881,333553878,1669,5.37,-12,54,2397,23.53,11
1998,39960000,351985871,333553930,1707,4.97,31,38,2398,23.56,9
1999,39980000,351985866,333553982,1655,5.97,-15,90,2399,23.57,10
2000,40000000,351985866,333554034,1711,5.08,-48,95,2400,23.55,14
2001,40020000,351985872,333554087,1693,7.6,13,127,2402,23.49,13
2002,40040000,351985874,333554139,1686,4.66,-77,-8,2403,23.48,9
2003,40060000,351985869,333554191,1659,5.95,32,60,2404,23.49,13
2004,40080000,351985880,333554243,1650,5.23,-18,19,2405,23.54,10
2005,40100000,351985878,333554296,1661,4.41,55,78,2406,23.49,9
2006,40120000,351985876,333554348,1675,8.0,-25,40,2408,23.5,12
2007,40140000,351985866,333554400,1694,3.56,-38,74,2409,23.53,13
2008,40160000,351985861,333554452,1691,7.76,24,-5,2410,23.5,13
2009,40180000,351985871,333554504,1663,4.38,73,39,2411,23.49,14
2010,40200000,351985858,333554556,1678,6.15,-121,5,2412,23.55,14
2011,40220000,351985861,333554607,1692,8.71,7,18,2414,23.54,13
2012,40240000,351985871,333554659,1612,3.54,37,8,2415,23.55,14
2013,40260000,351985871,333554711,1647,4.43,-83,-19,2416,23.55,9
2014,40280000,351985876,333554762,1647,7.59,-51,85,2417,23.56,10
2015,40300000,351985869,333554814,1672,6.25,38,45,2418,23.52,9
2016,40320000,351985885,333554865,1670,5.4,-48,84,2420,23.51,14
2017,40340000,351985899,333554916,1671,6.0,-37,-17,2421,23.47,11
2018,40360000,351985905,333554967,1647,4.91,102,-64,2422,23.51,10
2019,40380000,351985891,333555018,1710,6.19,-55,0,2423,23.5,14
2020,40400000,351985884,333555068,1695,7.8,-50,23,2424,23.55,13
2021,40420000,351985897,333555119,1619,5.59,-136,69,2426,23.54,14
2022,40440000,351985917,333555169,1686,6.21,-64,82,2427,23.56,10
2023,40460000,351985924,333555219,1641,7.46,-72,90,2428,23.55,9
2024,40480000,351985939,333555269,1755,8.38,102,106,2429,23.55,13
2025,40500000,351985937,333555319,1670,5.35,72,66,2430,23.53,14
2026,40520000,351985938,333555369,1673,6.4,-74,36,2432,23.52,11
2027,40540000,351985941,333555418,1693,5.38,116,-6,2433,23.5,12
2028,40560000,351985949,333555467,1683,5.28,46,64,2434,23.51,13
2029,40580000,351985937,333555516,1689,5.57,-10,6,2435,23.48,12
2030,40600000,351985950,333555565,1754,5.3,48,-8,2436,23.52,10
2031,40620000,351985966,333555613,1702,4.01,23,60,2438,23.5,10
2032,40640000,351985958,333555662,1727,3.7,-44,42,2439,23.45,9
2033,40660000,351985948,333555710,1740,5.18,-103,73,2440,23.43,12
2034,40680000,351985955,333555757,1657,6.2,-53,-3,2441,23.48,10
2035,40700000,351985952,333555805,1764,7.47,0,88,2442,23.49,14
2036,40720000,351985931,333555852,1725,5.42,-20,48,2444,23.49,12
2037,40740000,351985943,333555899,1737,5.85,-43,22,2445,23.54,12
2038,40760000,351985948,333555945,1665,6.82,58,-5,2446,23.48,13
2039,40780000,351985946,333555992,1733,6.91,-62,-21,2447,23.46,14
2040,40800000,351985971,333556038,1717,5.91,53,-35,2448,23.51,11
2041,40820000,351985975,333556083,1680,5.98,-27,99,2450,23.53,13
2042,40840000,351985971,333556129,1794,8.24,6,-38,2451,23.55,10
2043,40860000,351985976,333556174,1726,5.65,-65,62,2452,23.47,10
2044,40880000,351985968,333556219,1695,5.47,0,19,2453,23.49,12
2045,40900000,351985964,333556263,1713,4.13,-45,3,2454,23.48,11
2046,40920000,351985971,333556307,1742,6.55,-102,8,2456,23.54,12
2047,40940000,351985969,333556351,1752,5.73,0,26,2457,23.51,10
2048,40960000,351985968,333556394,1731,8.29,-2,75,2458,23.49,13
2049,40980000,351985988,333556437,1757,5.65,49,58,2459,23.51,10
2050,41000000,351986000,333556480,1768,7.0,17,31,2460,23.48,11
2051,41020000,351986011,333556522,1661,7.14,-59,-35,2462,23.48,13
2052,41040000,351986020,333556564,1691,7.98,-35,-56,2463,23.49,13
2053,41060000,351986028,333556605,1674,4.5,-146,122,2464,23.47,11
2054,41080000,351986046,333556646,1716,7.88,-65,-18,2465,23.48,13
2055,41100000,351986049,333556687,1771,6.06,77,-45,2466,23.5,14
2056,41120000,351986071,333556727,1740,5.92,90,86,2468,23.49,9
2057,41140000,351986065,333556767,1673,5.68,45,-42,2469,23.53,10
2058,41160000,351986066,333556807,1704,5.58,18,67,2470,23.51,14
2059,41180000,351986055,333556846,1758,5.64,35,76,2471,23.48,9
2060,41200000,351986055,333556884,1696,3.3,29,43,2472,23.42,9
2061,41220000,351986064,333556922,1715,6.64,-102,78,2474,23.44,9
2062,41240000,351986081,333556960,1731,6.12,-51,-37,2475,23.47,11
2063,41260000,351986078,333556997,1647,4.93,70,-28,2476,23.47,10
2064,41280000,351986082,333557034,1752,5.97,70,21,2477,23.44,13
2065,41300000,351986081,333557070,1735,8.74,14,31,2478,23.47,13
2066,41320000,351986077,333557106,1745,6.49,-17,27,2480,23.48,12
2067,41340000,351986069,333557142,1684,5.59,-22,54,2481,23.46,9
2068,41360000,351986073,333557177,1693,8.05,-31,-5,2482,23.47,13
2069,41380000,351986059,333557211,1701,5.11,-54,-73,2483,23.47,12
2070,41400000,351986063,333557245,1736,5.86,-113,51,2484,23.45,9
2071,41420000,351986067,333557278,1730,5.39,9,19,2486,23.45,14
2072,41440000,351986063,333557311,1733,5.76,-26,71,2487,23.47,10
2073,41460000,351986057,333557344,1800,6.9,-12,133,2488,23.48,12
2074,41480000,351986046,333557376,1781,6.72,101,35,2489,23.44,12
2075,41500000,351986068,333557407,1701,5.18,35,59,2490,23.41,10
2076,41520000,351986058,333557438,1705,5.89,-41,-12,2492,23.44,10
2077,41540000,351986077,333557469,1800,6.14,34,75,2493,23.48,13
2078,41560000,351986086,333557499,1720,5.56,-88,47,2494,23.42,14
2079,41580000,351986086,333557528,1789,6.0,62,43,2495,23.49,14
2080,41600000,351986078,333557557,1798,5.2,15,76,2496,23.45,13
2081,41620000,351986091,333557585,1713,5.18,-11,-24,2498,23.47,12
2082,41640000,351986112,333557613,1725,6.09,34,58,2499,23.44,12
2083,41660000,351986106,333557640,1740,4.83,86,53,2500,23.48,11
2084,41680000,351986106,333557667,1703,6.53,-27,109,2501,23.46,10
2085,41700000,351986120,333557693,1699,5.81,-58,-57,2502,23.47,12
2086,41720000,351986127,333557718,1723,4.96,125,26,2504,23.4,10
2087,41740000,351986150,333557743,1774,5.32,1,138,2505,23.48,9
2088,41760000,351986148,333557768,1723,5.48,88,11,2506,23.41,14
2089,41780000,351986157,333557792,1733,5.85,-39,9,2507,23.45,12
2090,41800000,351986148,333557815,1724,6.17,22,118,2508,23.47,14
2091,41820000,351986172,333557838,1689,5.79,-37,154,2510,23.45,10
2092,41840000,351986168,333557860,1804,5.02,37,36,2511,23.47,12
2093,41860000,351986149,333557881,1651,7.71,-16,-3,2512,23.46,12
2094,41880000,351986151,333557902,1720,7.09,-39,1,2513,23.46,14
2095,41900000,351986153,333557923,1769,6.17,92,11,2514,23.43,10
2096,41920000,351986176,333557943,1692,7.15,20,-10,2516,23.48,11
2097,41940000,351986176,333557962,1773,6.42,-120,-8,2517,23.48,11
2098,41960000,351986179,333557980,1799,5.74,-13,39,2518,23.43,9
2099,41980000,351986188,333557998,1716,6.14,-54,32,2519,23.42,14
2100,42000000,351986207,333558016,1759,9.15,-72,54,2520,23.45,11
2101,42020000,351986210,333558033,1707,7.19,-34,32,2522,23.43,11
2102,42040000,351986224,333558049,1773,7.25,-28,-28,2523,23.45,11
2103,42060000,351986232,333558064,1757,5.58,2,67,2524,23.47,13
2104,42080000,351986233,333558079,1763,6.74,-46,43,2525,23.46,9
2105,42100000,351986237,333558094,1810,8.67,-110,2,2526,23.49,9
2106,42120000,351986240,333558108,1775,6.53,-31,17,2528,23.46,9
2107,42140000,351986234,333558121,1811,7.29,52,46,2529,23.41,13
2108,42160000,351986250,333558133,1783,7.5,-80,34,2530,23.42,9
2109,42180000,351986239,333558145,1710,6.79,36,24,2531,23.46,9
2110,42200000,351986254,333558157,1770,7.87,27,68,2532,23.49,11
2111,42220000,351986267,333558167,1780,6.3,-26,83,2534,23.43,12
2112,42240000,351986270,333558177,1703,6.61,18,15,2535,23.41,13
2113,42260000,351986265,333558187,1815,5.3,-44,29,2536,23.48,14
2114,42280000,351986267,333558195,1765,9.11,-23,-23,2537,23.43,9
2115,42300000,351986275,333558204,1778,6.39,-60,22,2538,23.46,10
2116,42320000,351986285,333558211,1728,6.16,27,54,2540,23.47,10
2117,42340000,351986292,333558218,1768,7.65,81,73,2541,23.41,10
2118,42360000,351986305,333558224,1778,5.47,-40,39,2542,23.42,12
2119,42380000,351986303,333558230,1754,6.03,71,26,2543,23.42,14
2120,42400000,351986308,333558235,1771,5.12,-126,-4,2544,23.45,11
2121,42420000,351986296,333558239,1684,6.06,-52,41,2546,23.45,11
2122,42440000,351986307,333558243,1824,5.58,-60,-22,2547,23.42,10
2123,42460000,351986312,333558246,1725,6.67,102,37,2548,23.44,12
2124,42480000,351986311,333558249,1684,5.89,-35,31,2549,23.38,10
2125,42500000,351986326,333558251,1733,5.34,46,-13,2550,23.44,13
2126,42520000,351986336,333558252,1739,5.69,-122,47,2552,23.44,12
2127,42540000,351986311,333558253,1795,5.9,6,20,2553,23.43,13
2128,42560000,351986315,333558253,1738,5.44,33,60,2554,23.38,9
2129,42580000,351986304,333558252,1786,7.12,-2,7,2555,23.42,14
2130,42600000,351986318,333558251,1737,6.81,-162,54,2556,23.39,12
2131,42620000,351986346,333558249,1865,6.2,10,107,2558,23.46,14
2132,42640000,351986344,333558246,1799,4.65,48,39,2559,23.41,14
2133,42660000,351986348,333558243,1857,6.63,78,69,2560,23.41,9
2134,42680000,351986349,333558239,1739,4.55,23,0,2561,23.42,11
2135,42700000,351986356,333558235,1807,6.25,-100,13,2562,23.43,9
2136,42720000,351986366,333558230,1743,6.09,-12,-61,2564,23.42,10
2137,42740000,351986382,333558224,1805,5.35,54,23,2565,23.43,13
2138,42760000,351986375,333558218,1810,5.07,-48,-24,2566,23.39,10
2139,42780000,351986394,333558211,1720,5.23,33,36,2567,23.45,10
2140,42800000,351986388,333558203,1739,8.42,-28,-70,2568,23.4,11
2141,42820000,351986395,333558195,1738,5.72,5,-11,2570,23.44,13
2142,42840000,351986409,333558186,1726,5.79,45,34,2571,23.42,14
2143,42860000,351986420,333558177,1757,7.14,-42,49,2572,23.44,9
2144,42880000,351986414,333558167,1749,6.52,171,-50,2573,23.41,13
2145,42900000,351986410,333558156,1730,7.26,9,10,2574,23.37,11
2146,42920000,351986409,333558145,1793,4.61,20,156,2576,23.38,9
2147,42940000,351986412,333558133,1812,4.77,-44,69,2577,23.4,11
2148,42960000,351986427,333558121,1738,9.89,3,38,2578,23.45,10
2149,42980000,351986417,333558108,1769,5.98,-16,-104,2579,23.4,11
2150,43000000,351986425,333558094,1793,5.7,-87,-14,2580,23.41,9
2151,43020000,351986434,333558080,1784,6.22,-91,56,2582,23.44,12
2152,43040000,351986443,333558065,1766,7.18,17,42,2583,23.39,10
2153,43060000,351986451,333558049,1827,4.65,-5,53,2584,23.41,9
2154,43080000,351986470,333558033,1830,6.36,-157,77,2585,23.41,11
2155,43100000,351986478,333558017,1824,6.0,-128,35,2586,23.39,11
2156,43120000,351986490,333557999,1789,6.81,-18,72,2588,23.41,11
2157,43140000,351986499,333557982,1878,6.23,-4,-57,2589,23.43,14
2158,43160000,351986520,333557963,1869,5.42,36,153,2590,23.43,13
2159,43180000,351986505,333557944,1784,5.03,-74,16,2591,23.39,9
2160,43200000,351986521,333557925,1796,3.21,35,0,2592,23.48,9
2161,43220000,351986521,333557905,1849,7.16,-18,104,2594,23.41,13
2162,43240000,351986522,333557884,1770,4.33,-30,60,2595,23.39,11
2163,43260000,351986516,333557863,1819,5.57,-8,78,2596,23.38,12
2164,43280000,351986500,333557841,1806,7.95,59,0,2597,23.37,13
2165,43300000,351986500,333557819,1777,5.55,33,44,2598,23.42,10
2166,43320000,351986496,333557796,1796,6.74,53,65,2600,23.31,12
2167,43340000,351986504,333557772,1743,5.79,-41,-25,2601,23.39,13
2168,43360000,351986493,333557748,1785,6.84,-17,19,2602,23.35,14
2169,43380000,351986511,333557724,1728,6.07,-69,18,2603,23.39,11
2170,43400000,351986517,333557699,1900,5.44,-33,16,2604,23.39,9
2171,43420000,351986518,333557673,1870,7.59,-23,-3,2606,23.35,11
2172,43440000,351986514,333557647,1860,5.72,-27,-31,2607,23.36,12
2173,43460000,351986509,333557620,1823,4.48,42,51,2608,23.42,10
2174,43480000,351986501,333557593,1852,5.65,25,42,2609,23.37,14
2175,43500000,351986499,333557565,1864,6.65,45,87,2610,23.39,14
2176,43520000,351986503,333557537,1854,4.75,7,27,2612,23.38,9
2177,43540000,351986504,333557509,1851,6.94,64,-2,2613,23.41,14
2178,43560000,351986493,333557479,1779,6.92,6,-40,2614,23.42,14
2179,43580000,351986494,333557450,1833,8.48,57,34,2615,23.41,12
2180,43600000,351986488,333557420,1796,5.29,30,15,2616,23.4,12
2181,43620000,351986493,333557389,1771,6.79,44,129,2618,23.4,11
2182,43640000,351986515,333557358,1773,4.1,-4,142,2619,23.35,12
2183,43660000,351986525,333557326,1837,5.55,-74,107,2620,23.42,11
2184,43680000,351986525,333557294,1862,6.15,-86,-13,2621,23.36,9
2185,43700000,351986512,333557262,1766,6.5,117,-37,2622,23.35,12
2186,43720000,351986501,333557229,1892,5.97,23,19,2624,23.37,14
2187,43740000,351986488,333557195,1882,5.93,26,-13,2625,23.35,12
2188,43760000,351986499,333557161,1808,5.32,-10,100,2626,23.39,12
2189,43780000,351986494,333557127,1806,5.52,-27,36,2627,23.39,13
2190,43800000,351986498,333557092,1822,6.38,172,10,2628,23.41,14
2191,43820000,351986495,333557057,1865,6.68,-67,29,2630,23.37,9
2192,43840000,351986500,333557021,1812,6.77,-3,91,2631,23.35,13
2193,43860000,351986517,333556985,1783,7.18,-3,-15,2632,23.36,14
2194,43880000,351986513,333556949,1842,7.4,-67,54,2633,23.34,13
2195,43900000,351986513,333556912,1747,3.95,-76,-34,2634,23.35,9
2196,43920000,351986509,333556875,1836,5.43,-42,20,2636,23.42,10
2197,43940000,351986521,333556837,1877,5.84,-20,-1,2637,23.35,14
2198,43960000,351986514,333556799,1844,5.29,-29,45,2638,23.35,9
2199,43980000,351986506,333556761,1864,7.24,48,38,2639,23.38,10
2200,44000000,351986495,333556722,1853,6.89,-70,89,2640,23.37,13
2201,44020000,351986484,333556683,1863,5.91,24,64,2642,23.39,11
2202,44040000,351986492,333556644,1841,6.17,88,0,2643,23.34,14
2203,44060000,351986521,333556604,1803,7.49,53,-34,2644,23.33,14
2204,44080000,351986515,333556564,1828,5.63,-68,-9,2645,23.4,9
2205,44100000,351986528,333556523,1835,5.67,-177,9,2646,23.34,11
2206,44120000,351986534,333556482,1889,7.07,50,19,2648,23.36,11
2207,44140000,351986526,333556441,1904,6.57,29,-6,2649,23.37,9
2208,44160000,351986526,333556399,1857,7.66,-35,83,2650,23.31,11
2209,44180000,351986527,333556358,1811,6.46,76,76,2651,23.35,13
2210,44200000,351986524,333556315,1813,6.89,-24,17,2652,23.34,9
2211,44220000,351986547,333556273,1835,5.4,6,6,2654,23.37,13
2212,44240000,351986531,333556230,1899,4.95,-62,18,2655,23.35,13
2213,44260000,351986538,333556187,1858,6.02,19,28,2656,23.29,11
2214,44280000,351986545,333556144,1843,2.98,-25,29,2657,23.38,14
2215,44300000,351986542,333556100,1815,6.5,-30,-48,2658,23.28,12
2216,44320000,351986547,333556057,1882,7.15,64,9,2660,23.34,11
2217,44340000,351986559,333556013,1859,6.12,12,-61,2661,23.33,14
2218,44360000,351986564,333555968,1846,5.78,-89,32,2662,23.33,14
2219,44380000,351986571,333555924,1853,7.28,41,63,2663,23.35,9
2220,44400000,351986582,333555879,1918,5.98,50,-21,2664,23.38,11
2221,44420000,351986565,333555834,1845,7.16,-49,38,2666,23.32,12
2222,44440000,351986583,333555789,1919,8.55,-23,0,2667,23.33,13
2223,44460000,351986609,333555743,1902,6.86,3,-3,2668,23.37,12
2224,44480000,351986622,333555697,1856,7.11,-14,126,2669,23.36,14
2225,44500000,351986636,333555652,1890,6.6,7,73,2670,23.36,11
2226,44520000,351986625,333555605,1850,6.32,38,53,2672,23.35,10
2227,44540000,351986627,333555559,1823,6.35,-29,9,2673,23.34,10
2228,44560000,351986622,333555513,1846,6.11,124,50,2674,23.33,14
2229,44580000,351986620,333555466,1821,7.28,-42,20,2675,23.33,11
2230,44600000,351986633,333555420,1879,4.18,-32,52,2676,23.37,14
2231,44620000,351986628,333555373,1860,5.72,118,-13,2678,23.38,11
2232,44640000,351986630,333555326,1883,6.79,143,26,2679,23.39,11
2233,44660000,351986614,333555278,1894,5.06,2,10,2680,23.31,13
2234,44680000,351986616,333555231,1737,5.91,-11,-38,2681,23.33,12
2235,44700000,351986620,333555184,1875,5.23,-64,113,2682,23.34,13
2236,44720000,351986616,333555136,1791,6.54,68,70,2684,23.33,13
2237,44740000,351986613,333555089,1871,7.02,10,-8,2685,23.3,12
2238,44760000,351986635,333555041,1830,7.7,-50,-41,2686,23.39,14
2239,44780000,351986626,333554993,1870,6.61,24,-5,2687,23.38,10
2240,44800000,351986619,333554945,1921,5.21,82,-10,2688,23.33,13
2241,44820000,351986614,333554897,1799,6.32,41,0,2690,23.32,14
2242,44840000,351986629,333554849,1876,6.69,132,-43,2691,23.33,11
2243,44860000,351986654,333554801,1866,7.65,69,-10,2692,23.29,9
2244,44880000,351986660,333554753,1794,3.57,26,33,2693,23.32,10
2245,44900000,351986657,333554705,1897,6.46,-1,50,2694,23.35,11
2246,44920000,351986656,333554656,1873,3.94,33,-66,2696,23.37,10
2247,44940000,351986670,333554608,1852,6.85,73,30,2697,23.35,11
2248,44960000,351986664,333554560,1845,6.54,51,-18,2698,23.36,13
2249,44980000,351986682,333554512,2003,6.6,63,-20,2699,23.29,11
2250,45000000,351986699,333554463,1859,7.05,13,14,2700,23.23,9
2251,45020000,351986703,333554415,1804,6.47,45,-3,2702,23.36,9
